gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,target
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,53,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,128,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,4,35,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,14,0
Male,Yes,no_enrollment,Phd,STEM,5-9,1,144,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,31,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,25,0
Male,Yes,no_enrollment,Masters,Humanities,>20,1,54,0
Male,Yes,Part time course,Graduate,STEM,1-4,1,81,1
Male,No,no_enrollment,High School,STEM,1-4,1,52,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,6,0
Male,No,no_enrollment,Primary School,STEM,5-9,1,32,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,23,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,75,0
Female,Yes,no_enrollment,Phd,STEM,15-20,3,156,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,17,0
Male,No,no_enrollment,Masters,STEM,10-14,1,30,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,17,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,4,80,1
Male,Yes,no_enrollment,Graduate,Arts,>20,2,39,0
Male,Yes,no_enrollment,High School,STEM,>20,>4,51,0
Male,Yes,no_enrollment,Masters,STEM,5-9,>4,52,0
Male,Yes,no_enrollment,Masters,STEM,>20,never,29,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,138,0
Male,Yes,Full time course,Graduate,STEM,5-9,never,12,0
Male,No,Full time course,Graduate,STEM,<1,never,20,1
Male,No,Full time course,High School,STEM,5-9,1,82,0
Male,No,no_enrollment,Graduate,STEM,15-20,4,21,1
Male,No,no_enrollment,Graduate,STEM,5-9,>4,18,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,7,1
Female,Yes,no_enrollment,Graduate,Other,<1,1,5,1
Male,Yes,no_enrollment,High School,Arts,5-9,2,41,0
Male,No,no_enrollment,Graduate,STEM,1-4,2,184,0
Female,Yes,no_enrollment,Masters,Arts,10-14,1,34,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,27,0
Female,No,Full time course,High School,STEM,1-4,1,168,0
Male,Yes,no_enrollment,High School,STEM,15-20,2,34,0
Male,No,Full time course,Graduate,STEM,1-4,never,55,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,31,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,34,0
Male,Yes,Full time course,Graduate,STEM,10-14,2,108,0
Male,Yes,no_enrollment,Graduate,Other,5-9,2,154,0
Male,Yes,Full time course,Masters,STEM,5-9,2,15,1
Female,No,no_enrollment,Graduate,STEM,5-9,1,100,0
Female,No,Full time course,High School,STEM,1-4,never,26,1
Male,Yes,Full time course,Masters,STEM,1-4,1,108,0
Male,Yes,Full time course,Graduate,STEM,1-4,1,10,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,63,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,91,0
Male,Yes,Part time course,Graduate,STEM,1-4,2,330,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,74,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,198,0
Male,Yes,Full time course,High School,STEM,1-4,1,144,0
Male,No,Full time course,High School,STEM,1-4,never,129,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,105,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,28,0
Male,Yes,Part time course,Graduate,STEM,10-14,1,4,0
Male,Yes,no_enrollment,Masters,STEM,>20,4,12,0
Male,No,Full time course,Graduate,STEM,1-4,never,36,0
Male,Yes,Full time course,Graduate,STEM,5-9,1,48,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,23,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,90,0
Male,No,no_enrollment,Primary School,Business Degree,5-9,never,3,0
Male,No,no_enrollment,Graduate,STEM,5-9,3,13,0
Male,Yes,no_enrollment,Masters,STEM,1-4,2,30,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,43,1
Male,Yes,no_enrollment,Masters,STEM,5-9,never,43,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,56,0
Male,No,no_enrollment,Masters,STEM,5-9,1,12,0
Male,Yes,no_enrollment,Graduate,STEM,>20,2,184,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,12,0
Male,Yes,Part time course,Masters,STEM,10-14,3,18,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,166,0
Male,Yes,no_enrollment,Phd,STEM,>20,1,202,0
Male,Yes,no_enrollment,Masters,Humanities,>20,>4,92,0
Male,No,Full time course,Graduate,Other,1-4,2,154,1
Male,Yes,Part time course,Graduate,STEM,15-20,2,336,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,44,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,25,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,89,0
Male,Yes,Full time course,Phd,STEM,10-14,1,26,0
Male,No,no_enrollment,Graduate,STEM,15-20,3,286,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,112,0
Male,Yes,no_enrollment,Masters,STEM,>20,2,37,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,17,1
Male,Yes,no_enrollment,High School,STEM,15-20,>4,178,0
Male,Yes,Part time course,Masters,STEM,5-9,>4,10,0
Female,No,no_enrollment,Masters,STEM,1-4,1,26,0
Male,No,Full time course,Graduate,STEM,1-4,never,23,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,101,0
Male,Yes,no_enrollment,Masters,STEM,10-14,4,44,1
Male,No,Full time course,Graduate,STEM,5-9,1,24,0
Male,No,Full time course,Graduate,STEM,1-4,1,138,0
Male,No,no_enrollment,Primary School,STEM,5-9,never,34,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,20,1
Male,Yes,Full time course,Graduate,STEM,1-4,2,29,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,20,0
Male,No,Part time course,Graduate,STEM,1-4,never,184,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,45,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,86,0
Male,No,no_enrollment,Graduate,STEM,1-4,1,70,1
Male,No,Full time course,Graduate,STEM,1-4,never,20,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,10,0
Male,Yes,no_enrollment,High School,STEM,5-9,>4,22,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,20,1
Male,Yes,Full time course,Graduate,STEM,5-9,1,216,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,40,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,3,71,0
Other,Yes,no_enrollment,Graduate,STEM,5-9,2,22,0
Male,Yes,no_enrollment,Graduate,Humanities,>20,4,85,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,3,62,0
Male,Yes,Full time course,Graduate,STEM,1-4,1,13,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,29,1
Female,Yes,no_enrollment,Graduate,Humanities,1-4,1,15,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,never,48,0
Male,No,Full time course,Graduate,No Major,5-9,2,18,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,11,0
Male,No,no_enrollment,Graduate,STEM,5-9,1,8,1
Male,No,Full time course,Graduate,STEM,1-4,1,20,0
Male,Yes,Part time course,Graduate,STEM,5-9,1,25,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,4,0
Male,No,no_enrollment,High School,STEM,5-9,never,144,0
Male,No,no_enrollment,Graduate,STEM,1-4,1,138,1
Female,No,no_enrollment,Graduate,STEM,5-9,2,23,0
Female,Yes,no_enrollment,Phd,STEM,15-20,2,91,0
Male,Yes,no_enrollment,Primary School,STEM,15-20,2,58,0
Male,No,Full time course,Graduate,STEM,1-4,1,123,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,112,1
Male,No,no_enrollment,Graduate,STEM,1-4,2,48,0
Male,Yes,Part time course,Graduate,STEM,5-9,1,14,0
Male,Yes,Part time course,Masters,STEM,15-20,1,57,0
Male,Yes,no_enrollment,Graduate,Other,>20,>4,13,0
Male,No,no_enrollment,Masters,STEM,5-9,1,24,0
Male,Yes,no_enrollment,Graduate,STEM,>20,3,136,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,30,0
Male,Yes,no_enrollment,Masters,Arts,>20,>4,10,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,140,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,47,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,220,1
Female,Yes,no_enrollment,High School,STEM,>20,>4,10,0
Female,No,no_enrollment,Graduate,Arts,1-4,1,48,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,161,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,61,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,47,0
Male,Yes,Full time course,Graduate,STEM,>20,>4,52,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,66,0
Male,No,Full time course,Graduate,STEM,1-4,1,39,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,52,0
Male,No,no_enrollment,Primary School,STEM,1-4,never,111,0
Male,No,Full time course,Graduate,No Major,1-4,1,95,1
Male,No,Full time course,Graduate,STEM,1-4,never,112,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,244,0
Male,No,Full time course,High School,STEM,1-4,never,168,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,118,1
Male,Yes,no_enrollment,Masters,STEM,>20,>4,124,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,43,0
Male,Yes,no_enrollment,Masters,STEM,10-14,never,14,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,254,0
Male,Yes,no_enrollment,Graduate,STEM,>20,4,320,0
Male,Yes,no_enrollment,Masters,STEM,>20,1,32,0
Female,Yes,no_enrollment,Graduate,STEM,>20,1,98,0
Male,Yes,no_enrollment,Masters,STEM,>20,2,2,0
Male,Yes,no_enrollment,Masters,STEM,1-4,1,33,1
Male,No,no_enrollment,Phd,STEM,>20,>4,106,0
Male,No,Full time course,Masters,STEM,15-20,1,10,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,129,0
Female,Yes,no_enrollment,Masters,STEM,10-14,never,51,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,67,0
Female,Yes,no_enrollment,Graduate,STEM,>20,>4,99,0
Male,Yes,Full time course,High School,STEM,1-4,never,23,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,151,0
Male,Yes,no_enrollment,Masters,Humanities,>20,2,84,0
Male,Yes,no_enrollment,Graduate,STEM,>20,2,242,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,220,0
Male,Yes,no_enrollment,Graduate,STEM,>20,never,31,0
Other,No,no_enrollment,Masters,Humanities,10-14,never,62,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,12,0
Male,Yes,Full time course,Masters,STEM,5-9,4,6,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,22,0
Male,No,Full time course,Graduate,STEM,1-4,1,13,1
Male,No,Full time course,Graduate,STEM,1-4,1,25,0
Male,Yes,no_enrollment,Masters,STEM,5-9,2,168,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,24,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,2,0
Male,Yes,no_enrollment,Masters,STEM,15-20,>4,42,0
Female,Yes,Part time course,Graduate,STEM,15-20,never,38,0
Male,Yes,Full time course,Graduate,STEM,10-14,2,90,1
Female,Yes,no_enrollment,Graduate,STEM,>20,1,7,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,40,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,156,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,41,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,194,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,95,0
Female,No,no_enrollment,Masters,Humanities,1-4,2,72,0
Male,No,Full time course,Graduate,STEM,1-4,never,146,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,7,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,85,0
Male,Yes,no_enrollment,High School,STEM,10-14,>4,74,0
Male,Yes,no_enrollment,Masters,STEM,10-14,2,12,0
Male,No,no_enrollment,Graduate,STEM,1-4,1,15,1
Male,Yes,Full time course,Graduate,STEM,5-9,2,21,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,12,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,26,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,3,62,0
Male,Yes,no_enrollment,Graduate,Humanities,5-9,2,79,0
Male,No,Full time course,High School,STEM,<1,never,111,0
Male,Yes,no_enrollment,Masters,Business Degree,1-4,1,30,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,22,1
Male,Yes,no_enrollment,Masters,STEM,>20,>4,72,1
Male,Yes,no_enrollment,Graduate,Humanities,5-9,never,71,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,64,0
Male,Yes,no_enrollment,High School,STEM,5-9,1,12,0
Male,Yes,no_enrollment,Graduate,STEM,>20,2,51,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,50,1
Male,Yes,no_enrollment,High School,STEM,1-4,1,96,0
Male,Yes,Full time course,Masters,STEM,5-9,2,119,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,105,0
Male,Yes,no_enrollment,Graduate,No Major,10-14,>4,22,0
Male,No,Full time course,High School,STEM,1-4,never,12,0
Male,No,Full time course,High School,STEM,1-4,never,100,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,112,0
Male,Yes,Full time course,High School,STEM,10-14,>4,15,1
Male,Yes,no_enrollment,Masters,STEM,>20,1,82,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,18,1
Male,Yes,no_enrollment,Masters,STEM,1-4,1,29,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,100,0
Female,No,no_enrollment,Graduate,STEM,1-4,1,36,0
Female,Yes,no_enrollment,Graduate,STEM,1-4,never,9,0
Male,Yes,Part time course,Graduate,Other,1-4,1,222,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,48,0
Male,No,Part time course,Graduate,STEM,1-4,never,112,0
Male,Yes,Part time course,Graduate,STEM,5-9,2,51,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,18,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,278,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,5,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,25,0
Female,Yes,no_enrollment,Graduate,STEM,1-4,1,79,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,90,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,134,0
Female,Yes,no_enrollment,Masters,STEM,5-9,1,112,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,146,0
Male,Yes,no_enrollment,Masters,STEM,10-14,1,52,0
Male,Yes,Full time course,Graduate,STEM,1-4,2,80,0
Other,Yes,Full time course,Graduate,STEM,10-14,1,10,0
Male,Yes,Part time course,High School,STEM,10-14,1,23,0
Male,No,no_enrollment,Masters,Business Degree,>20,>4,42,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,3,46,1
Male,No,no_enrollment,Masters,STEM,10-14,2,39,0
Male,Yes,no_enrollment,High School,STEM,5-9,1,48,0
Male,No,Full time course,Graduate,Other,10-14,1,29,1
Male,No,no_enrollment,Primary School,STEM,<1,never,39,0
Female,Yes,no_enrollment,Graduate,STEM,>20,4,42,0
Male,No,Full time course,Graduate,STEM,1-4,1,312,1
Male,Yes,no_enrollment,Masters,STEM,>20,1,150,1
Male,Yes,Full time course,Masters,STEM,15-20,4,134,0
Male,Yes,no_enrollment,Masters,STEM,>20,4,18,0
Male,No,Full time course,High School,STEM,5-9,never,20,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,22,0
Male,No,Part time course,High School,STEM,5-9,never,13,0
Male,No,no_enrollment,Primary School,STEM,1-4,never,57,0
Female,No,Full time course,High School,STEM,1-4,never,144,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,50,1
Male,Yes,Full time course,Graduate,STEM,1-4,2,62,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,36,0
Other,Yes,no_enrollment,Graduate,STEM,1-4,1,10,0
Male,No,no_enrollment,Primary School,STEM,1-4,never,202,0
Female,Yes,no_enrollment,Graduate,STEM,>20,2,40,0
Male,No,Full time course,Graduate,STEM,1-4,1,13,0
Male,Yes,Full time course,Masters,STEM,10-14,2,80,0
Female,Yes,no_enrollment,Graduate,STEM,1-4,never,55,0
Female,No,Full time course,Graduate,STEM,1-4,never,109,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,19,1
Female,No,no_enrollment,Masters,Business Degree,1-4,2,53,0
Male,No,no_enrollment,Graduate,STEM,5-9,never,34,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,4,0
Male,No,no_enrollment,Phd,STEM,>20,>4,33,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,23,0
Male,No,Full time course,Masters,STEM,1-4,1,302,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,46,0
Male,Yes,no_enrollment,Masters,STEM,1-4,1,70,0
Male,Yes,Full time course,Graduate,STEM,1-4,1,43,1
Male,Yes,no_enrollment,Graduate,Other,5-9,1,214,0
Male,No,Full time course,Graduate,STEM,1-4,never,52,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,150,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,55,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,76,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,152,0
Male,No,Full time course,Graduate,STEM,1-4,2,47,0
Male,Yes,no_enrollment,Masters,STEM,15-20,never,17,0
Female,Yes,Part time course,Graduate,STEM,15-20,3,14,1
Male,Yes,no_enrollment,Masters,STEM,5-9,1,60,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,135,0
Male,Yes,Part time course,Graduate,STEM,5-9,1,113,0
Male,No,Full time course,Graduate,STEM,1-4,1,15,1
Male,Yes,no_enrollment,High School,STEM,15-20,2,39,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,8,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,51,0
Male,No,Full time course,High School,STEM,1-4,never,116,1
Male,Yes,no_enrollment,Masters,STEM,1-4,1,22,0
Male,Yes,no_enrollment,Phd,Other,>20,>4,248,0
Male,Yes,no_enrollment,Graduate,STEM,>20,3,28,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,26,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,59,0
Female,No,no_enrollment,High School,STEM,>20,>4,26,1
Male,Yes,no_enrollment,Masters,STEM,>20,1,62,0
Male,Yes,Full time course,High School,STEM,1-4,1,80,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,55,0
Female,Yes,no_enrollment,Graduate,STEM,1-4,2,31,1
Female,Yes,Full time course,Graduate,STEM,>20,>4,60,0
Male,No,Full time course,Masters,STEM,5-9,1,21,0
Male,No,Part time course,Graduate,STEM,1-4,1,78,0
Male,Yes,Full time course,Graduate,STEM,1-4,1,31,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,12,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,42,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,109,0
Male,No,Full time course,Masters,STEM,5-9,1,100,1
Male,Yes,no_enrollment,Masters,STEM,5-9,3,60,0
Male,No,Full time course,Graduate,STEM,5-9,never,34,0
Male,Yes,no_enrollment,Masters,STEM,>20,1,156,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,1,100,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,8,0
Male,No,Full time course,Masters,STEM,5-9,never,21,0
Male,No,Full time course,High School,No Major,1-4,never,44,1
Male,Yes,no_enrollment,Graduate,Humanities,>20,>4,64,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,4,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,112,1
Male,Yes,no_enrollment,Masters,STEM,10-14,1,21,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,17,1
Male,No,no_enrollment,Graduate,STEM,>20,1,76,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,86,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,108,1
Male,Yes,no_enrollment,Masters,STEM,>20,>4,222,0
Male,Yes,Part time course,Graduate,STEM,5-9,1,114,0
Male,Yes,no_enrollment,Graduate,Humanities,>20,4,5,0
Male,Yes,no_enrollment,High School,STEM,1-4,1,34,1
Male,Yes,Full time course,Graduate,STEM,5-9,never,69,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,42,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,170,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,334,0
Male,No,Part time course,Masters,STEM,10-14,4,25,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,170,0
Female,Yes,no_enrollment,Graduate,STEM,>20,1,90,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,165,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,4,63,0
Male,Yes,no_enrollment,High School,STEM,1-4,1,76,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,1,3,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,33,0
Male,Yes,Part time course,Graduate,STEM,5-9,1,13,1
Male,No,Full time course,Masters,STEM,1-4,1,36,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,14,0
Female,No,no_enrollment,Graduate,Arts,1-4,1,20,0
Male,No,Full time course,High School,STEM,1-4,2,41,0
Female,Yes,no_enrollment,Masters,STEM,5-9,1,101,0
Male,No,Full time course,Graduate,STEM,1-4,never,40,1
Male,Yes,Full time course,Graduate,STEM,5-9,2,77,1
Male,No,no_enrollment,High School,STEM,1-4,never,29,0
Male,No,Full time course,Graduate,STEM,1-4,never,37,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,100,0
Male,No,Full time course,High School,STEM,5-9,4,188,1
Male,Yes,no_enrollment,Graduate,Other,10-14,1,46,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,never,47,1
Male,Yes,no_enrollment,Masters,STEM,15-20,>4,43,0
Male,Yes,no_enrollment,Masters,STEM,15-20,>4,29,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,165,0
Male,Yes,Full time course,Graduate,STEM,5-9,2,59,0
Male,No,no_enrollment,High School,STEM,1-4,never,100,1
Male,Yes,no_enrollment,Primary School,STEM,10-14,2,2,0
Male,Yes,no_enrollment,Masters,Humanities,>20,1,78,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,never,79,0
Male,Yes,no_enrollment,Masters,STEM,15-20,2,57,0
Male,Yes,no_enrollment,Masters,STEM,10-14,1,50,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,23,0
Male,No,no_enrollment,Masters,STEM,1-4,1,37,0
Male,No,no_enrollment,Graduate,Other,1-4,1,24,0
Female,Yes,no_enrollment,Masters,STEM,10-14,>4,28,0
Male,No,Full time course,High School,STEM,1-4,1,41,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,125,0
Male,Yes,no_enrollment,Masters,Humanities,1-4,2,53,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,32,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,38,1
Male,No,Full time course,High School,STEM,10-14,>4,83,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,never,23,0
Male,Yes,no_enrollment,Phd,STEM,10-14,1,10,0
Male,No,Full time course,Graduate,STEM,1-4,never,11,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,206,0
Female,Yes,no_enrollment,Masters,Humanities,1-4,1,56,0
Male,Yes,Full time course,Graduate,STEM,5-9,1,22,1
Other,No,Full time course,Graduate,Humanities,1-4,1,14,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,69,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,138,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,22,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,36,0
Male,Yes,no_enrollment,Masters,STEM,5-9,2,30,0
Male,Yes,no_enrollment,Phd,STEM,>20,>4,55,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,165,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,20,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,134,0
Male,No,Part time course,Graduate,STEM,1-4,1,304,0
Male,Yes,no_enrollment,High School,STEM,>20,>4,116,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,9,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,41,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,56,1
Male,Yes,Part time course,Graduate,STEM,>20,>4,47,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,62,1
Male,Yes,Part time course,Masters,Business Degree,1-4,1,134,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,84,0
Female,Yes,no_enrollment,Masters,STEM,<1,never,39,0
Male,Yes,no_enrollment,Masters,STEM,5-9,2,206,0
Male,No,no_enrollment,Graduate,STEM,5-9,>4,43,1
Male,No,Full time course,Graduate,STEM,10-14,1,16,0
Other,No,Full time course,Graduate,STEM,1-4,1,31,0
Male,Yes,no_enrollment,Masters,STEM,10-14,1,50,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,never,13,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,28,0
Male,No,no_enrollment,Graduate,Other,1-4,never,47,1
Male,No,Part time course,Graduate,STEM,1-4,1,56,1
Male,Yes,no_enrollment,Graduate,STEM,>20,1,108,0
Male,Yes,no_enrollment,Graduate,Humanities,5-9,2,23,0
Male,No,Full time course,High School,STEM,1-4,4,35,1
Male,No,Full time course,Graduate,STEM,5-9,never,5,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,58,0
Female,Yes,no_enrollment,Graduate,Humanities,5-9,3,138,0
Male,Yes,Part time course,Graduate,STEM,5-9,2,27,0
Male,No,no_enrollment,Graduate,STEM,1-4,never,11,0
Male,No,Full time course,Graduate,STEM,5-9,never,22,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,14,1
Male,No,Full time course,High School,Business Degree,1-4,1,17,0
Male,No,no_enrollment,Masters,STEM,>20,2,188,0
Male,Yes,no_enrollment,Masters,STEM,>20,1,5,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,86,0
Male,No,Full time course,High School,STEM,1-4,never,57,0
Male,Yes,Full time course,Masters,STEM,10-14,2,13,1
Male,No,Full time course,High School,STEM,1-4,never,52,0
Male,Yes,no_enrollment,Masters,STEM,5-9,2,4,0
Male,No,Part time course,High School,STEM,1-4,1,13,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,2,103,0
Male,No,Full time course,High School,STEM,5-9,1,59,0
Male,No,Full time course,High School,STEM,1-4,never,87,0
Other,No,no_enrollment,Primary School,STEM,1-4,1,103,0
Male,No,no_enrollment,Masters,STEM,<1,1,9,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,54,0
Other,No,no_enrollment,Graduate,STEM,>20,3,70,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,35,0
